	AveExpr	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	P.value.BasalvsLP	P.value.BasalvsML	P.value.LPvsML	Results.BasalvsLP	Results.BasalvsML	Results.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
78896	3.1066997461565	5.43501089661959	6.44113502761659	1.00612413099701	22.9170415460906	26.1207927315784	0.0277227360070748	3.9499577316183e-09	1.37582198541462e-09	0.489272890044855	1	1	0	78896	Ecrg4	chr1
67883	3.52900914992912	-0.170809064164526	-1.13650693177815	-0.965697867613623	0	-0.838746850033811	0	0.999447957219224	0.212457336902571	0.582311451532372	0	0	0	67883	Uxs1	chr1
100503192	5.08164208747311	-0.406042474090137	-0.473628557479598	-0.067586083389461	0	0	0	0.999539114940708	0.999062231408849	0.999991978420195	0	0	0	100503192	NA	NA
22019	6.95643496322532	-0.0262187592500505	0.343208946992319	0.369427706242369	0	0	0	0.999679630822189	0.990696000293981	0.99216759284921	0	0	0	22019	Tpp2	chr1
75623	3.94706707088556	-0.0565551848960348	0.359064323939129	0.415619508835164	0	0	0	0.999793523015063	0.996058660521656	0.994378922837443	0	0	0	75623	Tex30	chr1
72050	4.37371753173552	2.39450373454569	1.99525018722629	-0.399253547319399	8.82936442286016	6.60751176002307	0	8.00302700813412e-06	6.85410405340948e-05	0.997653618236565	1	1	0	72050	Poglut2	chr1
246229	3.04672600027702	0.173680874918181	-0.357082850514245	-0.530763725432426	0	0	0	0.993750438926981	0.982549849252802	0.948178028381827	0	0	0	246229	Bivm	chr1
22592	4.65455586021205	0.591578395559758	0.862957134945711	0.271378739385954	0	0	0	0.994648695885676	0.84872449333353	0.999859590996607	0	0	0	22592	Ercc5	chr1
70676	3.56452213835694	1.7211003475252	2.86957786033709	1.14847751281188	2.62963872063623	6.30477116631163	0.495192003597346	0.0145339652838693	9.59857878215898e-05	0.316638820127902	0	1	0	70676	Gulp1	chr1
12825	7.49625356855695	-0.142768183270148	1.05888136858169	1.20164955185184	0	0.0733921357190004	0.273614199966185	0.937483910588753	0.487677143392447	0.403775153143975	0	0	0	12825	Col3a1	chr1
12832	5.34285409490543	3.31402193525286	4.83424671987081	1.52022478461795	3.40545742937161	5.37327726515567	0.758872114444266	0.00443159494318424	0.000300781980373726	0.23726862411613	1	1	0	12832	Col5a2	chr1
73674	5.42626724054851	0.626886948133902	0.62860947119021	0.00172252305630849	0	0	0	0.958457507669309	0.958917194786454	0.999994467707463	0	0	0	73674	Wdr75	chr1
433297	5.54593036518607	1.23602674028217	1.20509043344609	-0.0309363068360735	1.73447796454052	1.52074668339541	0	0.0596928363644327	0.0825784261137165	0.999989611710106	0	0	0	433297	Gm5526	NA
53945	2.26007202110603	-0.794991531313745	-1.69749632607022	-0.902504794756472	0	-3.0687795210767	0	0.791607031656571	0.00728451843269517	0.669690046143166	0	-1	0	53945	Slc40a1	chr1
227058	1.07633846584461	3.68994194433116	2.18910135556419	-1.50084058876698	5.24314561881092	2.82067748267105	-0.961908679756832	0.000343152921545943	0.0107676353134359	0.182122312458381	1	1	0	227058	Dnah7b	chr1
100101919	-2.19666950093758	3.74094348543588	2.62192536466166	-1.11901812077422	5.61827647470649	3.73479161954555	-0.233904711212755	0.000216097093143583	0.00266306093972441	0.411763543569529	1	1	0	100101919	Dnah7c	chr1
227059	5.51862616034771	2.84714624367748	2.19205636812827	-0.655089875549216	8.54196197531977	5.73854045587479	0	1.03182349130614e-05	0.000183877850733741	0.934411295263329	1	1	0	227059	Slc39a10	chr1
56363	0.549974752285523	1.36887336017333	3.36747453546426	1.99860117529093	0.702034647524811	3.81761601843118	1.58630392122665	0.251737416824462	0.00239011285134518	0.0754568695916943	0	1	0	56363	Tmeff2	chr1
20324	5.39623731042067	3.49383210505377	3.35747120162426	-0.136360903429507	10.6639381545881	10.2955522155202	0	1.86763051608336e-06	2.45605934267569e-06	0.998082240127808	1	1	0	20324	Cavin2	chr1
109019	7.45958140977453	-1.84952619269611	-1.37823135956623	0.471294833129875	-3.76748506327552	-1.68097924414723	0	0.00252654207622957	0.0648016106497988	0.982005415695887	-1	0	0	109019	Nabp1	chr1
100045066	-2.14377211704938	-4.51867817578397	-4.15668933825594	0.361988837528026	-6.86051521150258	-6.15031578882715	0	5.40335005713257e-05	0.000116759324982823	0.946952487476825	-1	-1	0	100045066	Gm17767	chr1
17912	6.52256976317708	-0.0901999532740705	-0.702926227760629	-0.612726274486558	0	0	0	0.999913844859583	0.960008626140457	0.988683474934219	0	0	0	17912	Myo1b	chr1
20849	-0.797746076512234	-0.33898414834962	-1.87672800199431	-1.53774385364469	0	-2.19222447008434	-1.38489071508107	0.924510843231112	0.0291612117559934	0.101012642311674	0	0	0	20849	Stat4	chr1
100042634	-1.12049815721777	-0.119926227290509	0.116189168767221	0.23611539605773	0	0	0	0.989007896056036	0.989491096663777	0.976507419086265	0	0	0	100042634	Gm3940	NA
20846	5.44217686887993	-0.391315334855062	-0.910018803472552	-0.518703468617489	0	0	0	0.998835900236936	0.731793099603934	0.996970112288627	0	0	0	20846	Stat1	chr1
14660	7.82404805050245	0.393303983385292	0.910319142606907	0.517015159221615	0	0	0	0.996877656747056	0.697170828752501	0.993876148915644	0	0	0	14660	Gls	chr1
17936	7.18277161153376	-1.56100638689805	-0.746137801948593	0.814868584949461	-2.78060549588563	0	0	0.0114432444660183	0.880079199822819	0.823727892715816	0	0	0	17936	Nab1	chr1
227094	2.85244847097988	-0.13289983393777	-0.653241927023784	-0.520342093086014	0	0	0	0.999433029204813	0.95882330260517	0.988461572115571	0	0	0	227094	Nemp2	chr1
98682	6.57772541233246	-2.01414388245229	-1.18330648393893	0.830837398513363	-7.30953604639199	-1.32568823890725	0	3.29645288472064e-05	0.109989495089501	0.887051401129823	-1	0	0	98682	Mfsd6	chr1
16329	3.80864787873202	-0.177369788225431	0.535780912804743	0.713150701030175	0	0	0	0.999655560709682	0.989643900357661	0.94714761191914	0	0	0	16329	Inpp1	chr1
227095	4.19575984293706	0.432327984120793	0.152279067698442	-0.28004891642235	0	0	0	0.998766780398072	0.999935888431263	0.999790941699804	0	0	0	227095	Hibch	chr1
67080	-0.0470201535666068	4.01052935460892	5.19634226591625	1.18581291130733	9.2873247678317	11.668902649655	0.476551210959302	5.52121049568022e-06	9.48822905912106e-07	0.323152479819827	1	1	0	67080	1700019D03Rik	chr1
227099	2.44034861475889	-0.0215341188724709	-0.282781385426933	-0.261247266554462	0	0	0	0.999954826779944	0.998980409686504	0.999204813228363	0	0	0	227099	Pms1	chr1
227102	3.27368765624214	-0.715024272652589	-1.79212193065962	-1.07709765800703	0	-2.97590886391973	-0.306055063683245	0.82933108258353	0.00842094438916224	0.383531890129613	0	-1	0	227102	Ormdl1	chr1
72085	2.26152374437808	1.04789532461273	0.434029922665703	-0.613865401947027	0.265246140529684	0	0	0.398618867899917	0.995319509763592	0.96996636491923	0	0	0	72085	Osgepl1	chr1
70396	4.70715761559462	-0.413779687412387	-0.431082680404498	-0.0173029929921107	0	0	0	0.998723474165251	0.998562611257124	0.999994090237487	0	0	0	70396	Asnsd1	chr1
627872	-2.79753998321883	2.65103946745733	1.70912701423521	-0.941912453222117	2.40777113183977	1.17582562106858	0	0.0209787695759169	0.136913644906839	0.543667107730431	0	0	0	627872	Dnah7a	chr1
98267	4.47273935791781	0.797566038715397	0.590643831474924	-0.206922207240473	0	0	0	0.913869913771726	0.993053934788722	0.999875985227668	0	0	0	98267	Stk17b	chr1
329152	0.341618706214566	1.23880380389283	2.64994697826674	1.41114317437391	0.580069668447548	3.70171094886716	0.90309740915781	0.288836700887244	0.00279771191380639	0.196175849984505	0	1	0	329152	Hecw2	chr1
78016	-2.53851846182424	-0.280113400484157	0.626875440080617	0.906988840564774	0	0	0	0.899311666339151	0.728273618337928	0.565013979968151	0	0	0	78016	Ccdc150	chr1
98488	3.88090777418621	0.229562214839508	-0.243016102843353	-0.472578317682862	0	0	0	0.999825200745825	0.999850865883476	0.998504855625241	0	0	0	98488	Gtf3c3	chr1
241062	4.47174924309233	-0.147410989839623	-0.555876912741411	-0.408465922901788	0	0	0	0.999857491899153	0.99341877526861	0.99884762719235	0	0	0	241062	Pgap1	chr1
329154	4.60822740462173	1.7829044865771	1.38152761824135	-0.401376868335753	4.1689972822465	2.11890286540833	0	0.00141531965078323	0.0327135215548991	0.994518107570692	1	0	0	329154	Ankrd44	chr1
81898	9.65649369796035	-0.397623417886411	0.146727863891785	0.544351281778196	0	0	0	0.997122054050643	0.999700575473084	0.992422541072679	0	0	0	81898	Sf3b1	chr1
67876	7.73219329905658	-0.723729021992146	0.196751203108144	0.92048022510029	0	0	0	0.955720361084615	0.999805140166283	0.718831945857928	0	0	0	67876	Coq10b	chr1
15510	7.19503728560519	0.582862651586527	0.631471635719207	0.0486089841326809	0	0	0	0.993196038428273	0.987898096221646	0.999988844214541	0	0	0	15510	Hspd1	chr1
15528	5.28509125189097	1.10984093218293	0.75672074980624	-0.353120182376691	0.779848310696348	0	0	0.228481106199013	0.942655764470155	0.999446308979344	0	0	0	15528	Hspe1	chr1
19070	5.8933107056601	-0.123356781691456	-0.311196335372458	-0.187839553681003	0	0	0	0.999812517737297	0.998976283048316	0.999771596735101	0	0	0	19070	Mob4	chr1
74013	3.80433265064332	-1.60983415840611	-0.315914594309552	1.29391956409656	-2.01745362624039	0	1.01272302056043	0.0384073308917768	0.970754479821934	0.169802300408121	0	0	0	74013	Rftn2	chr1
212679	3.29249532108764	-0.0313820103571909	0.576418090500198	0.607800100857389	0	0	0	0.998876780546464	0.912922006850815	0.901652521318681	0	0	0	212679	Mars2	chr1
227120	3.61129819665902	1.8393180813321	4.4545497485741	2.615231667242	3.26060632632082	11.0614357938407	5.23372824865009	0.00541645845097046	1.42341541198787e-06	0.000341926065239218	1	1	1	227120	Plcl1	chr1
626009	1.98524502404105	1.89464938438474	0.865252602297168	-1.02939678208757	3.74813817514985	0	-0.123550238051837	0.00259973330051493	0.728979914449443	0.452303786608862	1	0	0	626009	Gm6644	chr6
212712	-0.586037694665379	-0.815363325089263	0.313937021406164	1.12930034649543	0	0	0.354519048126015	0.687496981663264	0.948850160953058	0.366021328037289	0	0	0	212712	Satb2	chr1
75323	-2.42160619918194	2.52668952596269	2.32597492768806	-0.200714598274626	3.50247046958319	3.20140808126318	0	0.00376372175102458	0.00594777844005258	0.955208903871354	1	1	0	75323	4930558J18Rik	chr1
73467	1.19426702032948	0.751237195241181	1.56602371752833	0.814786522287152	0	2.28348687543417	0	0.836374582544884	0.0251961961744383	0.758461118512025	0	0	0	73467	1700066M21Rik	chr1
68736	3.0257233689701	-0.11652433978237	-0.0427529719534729	0.0737713678288974	0	0	0	0.998516952232058	0.999549638863419	0.999279777752594	0	0	0	68736	Tyw5	chr1
68115	4.10065323490419	-0.281510737118665	-0.180003297581174	0.101507439537491	0	0	0	0.999755882864338	0.999913398312653	0.999970428530232	0	0	0	68115	Maip1	chr1
67198	4.22723857860954	2.67313334877145	1.34976313819344	-1.323370210578	8.2611197258028	1.92148369022564	-1.63127755558855	1.32752358613962e-05	0.0446453957809008	0.0699020358778137	1	0	0	67198	Spats2l	chr1
51960	3.04064018071162	0.211400904951881	-0.378808518407945	-0.590209423359827	0	0	0	0.99825583907057	0.994948601956549	0.970065743719695	0	0	0	51960	Kctd18	chr1
68549	1.51601469298023	1.9241206609744	2.41941757264177	0.495296911667373	4.31068125665871	6.52846882765226	0	0.00116017625476071	7.4758708461906e-05	0.970269123275889	1	1	0	68549	Sgo2a	chr1
11761	3.45421288199284	1.62227776814342	0.118997689418794	-1.50328007872463	2.12406826695739	0	-1.78128535577655	0.0324539801677466	0.996781813063532	0.0555413478618615	0	0	0	11761	Aox1	chr1
71724	-1.14141793081204	-1.30717225391	-0.233743396774603	1.0734288571354	-0.554490936404477	0	0.138347582927881	0.298296010280026	0.923457900267218	0.448679537382513	0	0	0	71724	Aox3	chr1
71872	-2.42536403092436	-2.00547243685095	-1.218341068278	0.787131368572951	-1.78309495053241	-0.381310996491398	0	0.0556806633771696	0.358395762112863	0.659313997658437	0	0	0	71872	Aox4	chr1
213043	-1.48373232790581	-4.12390355979801	-3.59145818038585	0.532445379412167	-6.63516508741754	-5.50519111187529	0	6.80892844014981e-05	0.000247234578619468	0.890682104104603	-1	-1	0	213043	Aox2	chr1
66882	8.20326940480536	-0.0161402792036931	0.201977972465545	0.218118251669238	0	0	0	0.9999692135889	0.99941676850699	0.999622600308564	0	0	0	66882	Bzw1	chr1
12747	8.06406195002251	-0.264825996911631	0.0916963453303659	0.356522342241997	0	0	0	0.997409252802738	0.999462434878366	0.996512685375444	0	0	0	12747	Clk1	chr1
70225	3.38886889840493	0.410954951799801	0.232394225748521	-0.17856072605128	0	0	0	0.994896825525258	0.999063458592541	0.999381594568948	0	0	0	70225	Ppil3	chr1
65102	3.50104606124429	0.315269856525703	-0.177021480779543	-0.492291337305246	0	0	0	0.998475325671451	0.999666201128054	0.993800995958238	0	0	0	65102	Nif3l1	chr1
18393	4.52449417648376	0.810813494355576	0.521006787007206	-0.289806707348371	0	0	0	0.916324818247227	0.998052615655806	0.999841289565571	0	0	0	18393	Orc2	chr1
100504455	-2.33885953591732	-1.36090421099174	-0.900347807554439	0.460556403437302	-0.654375317768484	0	0	0.266427076257619	0.573490095245776	0.851041490895322	0	0	0	100504455	Gm15834	NA
213056	4.27325922705697	-1.52599386662319	-1.04470626223958	0.481287604383611	-2.30928043634231	-0.195433683516141	0	0.0241828029332378	0.424864474537973	0.98182302425522	0	0	0	213056	Hycc2	chr1
66495	4.41199401186142	0.228736321002927	-0.412956623468324	-0.641692944471251	0	0	0	0.999283607418735	0.997047518392052	0.974585623857056	0	0	0	66495	Ndufb3	chr1
100504501	0.537559229125675	0.0191972611737078	0.374988319179603	0.355791058005895	0	0	0	0.999161263329023	0.968802241885201	0.973410019667429	0	0	0	100504501	Gm20257	chr1
12633	6.35822456281298	0.25828131782424	0.248696135912413	-0.00958518191182733	0	0	0	0.998285325394822	0.998429712940553	0.999977633126616	0	0	0	12633	Cflar	chr1
12370	4.87475559158754	-0.0204893164588338	-0.746493188607681	-0.726003872148847	0	0	0	0.999975196465529	0.934679999257897	0.951948184778615	0	0	0	12370	Casp8	chr1
70827	6.74935633982388	0.580592739821458	0.831420105633209	0.250827365811752	0	0	0	0.99353793648361	0.879851861485781	0.999881265475391	0	0	0	70827	Trak2	chr1
227154	2.2694129764371	1.26106363742064	0.715710983685955	-0.545352653734683	1.4765399451549	0	0	0.0882003664769207	0.939110998338788	0.984332843728559	0	0	0	227154	Stradb	chr1
381259	3.25478763307216	1.69609314223163	1.42981605510147	-0.266277087130162	3.86325412435068	2.49289703354858	0	0.00219558213386341	0.0180561669867854	0.998278799523005	1	0	0	381259	Tmem237	chr1
227157	-1.38075078974691	1.40885497684994	1.80538689537291	0.396531918522968	1.17753572360684	2.30667062155614	0	0.135735656703654	0.0242983452193074	0.935281193730288	0	0	0	227157	Mpp4	chr1
74018	5.48201006453659	0.685267009867796	0.827719583377883	0.142452573510087	0	0	0	0.971273637423426	0.870272185710215	0.999914013298131	0	0	0	74018	Als2	chr1
271697	-3.64385754785066	4.97163496058264	5.31149758249612	0.33986262191348	4.79955317428274	5.21584813329336	0	0.00063347046867851	0.00037270729552886	0.844370940442765	1	1	0	271697	Cdk15	chr1
14369	5.94713632757492	2.44224421685287	2.89758943724499	0.455345220392121	4.90451969492226	6.43159543505927	0	0.000521186730054488	8.33885706505239e-05	0.95964469446775	1	1	0	14369	Fzd7	chr1
381260	-0.469039721361358	-1.31263799125275	-1.25738797937425	0.0552500118784998	-1.06370364433177	-0.887666372295228	0	0.158610725032891	0.199773942326248	0.998430088706685	0	0	0	381260	Gm973	chr1
22218	5.34062631932673	-0.22327346308173	-0.210313586896705	0.0129598761850254	0	0	0	0.999902621235458	0.999917644380747	0.999997947504494	0	0	0	22218	Sumo1	chr1
55989	7.99043914547204	1.56077921160065	1.58317227596481	0.0223930643641586	2.73830649743315	2.84106952076354	0	0.0122339658928343	0.010403032076797	0.999923057281828	0	1	0	55989	Nop58	chr1
100217459	-2.08095123188201	0.67705070788259	0.450204057911741	-0.226846649970848	0	0	0	0.709712986029803	0.833496943007651	0.922954556878504	0	0	0	100217459	Snord70	chr1
12168	6.25904488379875	0.476183369214241	0.529796257894245	0.0536128886800036	0	0	0	0.975948941163186	0.965174223014145	0.999546682376563	0	0	0	12168	Bmpr2	chr1
100504533	2.21154056489264	1.01370014655705	0.710049334994653	-0.303650811562401	0.0468477569986644	0	0	0.481917464150005	0.837203602179265	0.979934324309739	0	0	0	100504533	NA	NA
72750	5.37469919843182	0.0984275005324697	0.805745802466988	0.707318301934518	0	0	0	0.999913269413206	0.887408311196302	0.964430357478665	0	0	0	72750	Fam117b	chr1
70375	-0.390413136346503	1.0910713897509	2.0965073041457	1.0054359143948	0.304984174297994	3.51321280095561	0.0169822800590873	0.383957220161366	0.00369134040110683	0.493524245939472	0	1	0	70375	Ica1l	chr1
57750	3.44172086312457	0.751695048520121	0.838610323103613	0.0869152745834918	0	0	0	0.905463706984463	0.814052316963564	0.999767607905109	0	0	0	57750	Wdr12	chr1
241066	1.91259441389578	0.0268069882660247	0.352612723315122	0.325805735049097	0	0	0	0.999660958147095	0.989871557999977	0.992080709376552	0	0	0	241066	Carf	chr1
100504573	0.0173159643911211	0.0975382404610708	-0.23749154025804	-0.335029780719111	0	0	0	0.995425773606417	0.988287421148017	0.978037157274466	0	0	0	100504573	Gm15464	NA
269198	6.10819630134673	-0.017323139307428	-0.096242221838815	-0.078919082531387	0	0	0	0.999698079003983	0.998245899110291	0.999001662468831	0	0	0	269198	Nbeal1	chr1
77951	4.15326439238003	-0.838114287941445	-0.8353279526831	0.00278633525834504	0	0	0	0.829470661688412	0.836029644094611	0.999997484063986	0	0	0	77951	Cyp20a1	chr1
329165	5.01434674622355	1.11900099502121	1.055422602361	-0.063578392660208	0.875743878409667	0.414399332951391	0	0.202798630196585	0.34449917600533	0.999975486323316	0	0	0	329165	Abi2	chr1
77300	5.98240193513018	-0.788375740033225	0.477046344765557	1.26542208479878	0	0	1.59141115797396	0.869133914584253	0.991148988032582	0.0742553475828728	0	0	0	77300	Raph1	chr1
100043027	-1.815416881155	-0.252556484742655	-0.845108689434318	-0.592552204691663	0	0	0	0.94212421913964	0.635292167943583	0.81882830152203	0	0	0	100043027	NA	NA
100042533	-2.34509649072018	-1.00459285355351	-0.237029988405776	0.767562865147735	-0.00828094581786105	0	0	0.499963108554927	0.920860475123759	0.666511872337136	0	0	0	100042533	Gm11578	NA
72823	4.009099410204	-0.0391012523400045	0.846604023384161	0.885705275724166	0	0	0	0.999560832104731	0.737840056605981	0.68821923106945	0	0	0	72823	Pard3b	chr1
18187	3.1040181275109	3.25996930472356	3.17652577307934	-0.0834435316442208	5.51041523928614	5.49716828101096	0	0.000244246345210858	0.000247936686989638	0.98484217271342	1	1	0	18187	Nrp2	chr1
74992	-3.46126825365359	2.57229398924359	3.28201824682589	0.709724257582296	2.44535717609115	3.5168804663766	0	0.0197031920037582	0.00373694037063804	0.676939160509664	0	1	0	74992	4930487H11Rik	NA
227195	6.95284364592018	-0.921112423469336	-0.277874442866007	0.643237980603329	0	0	0	0.669241001957437	0.998601860651875	0.971609419776266	0	0	0	227195	Ino80d	chr1
100380944	0.716261554317256	-0.188886325906748	0.206481556854862	0.39536788276161	0	0	0	0.991248849191853	0.990121130597156	0.970587257345027	0	0	0	100380944	Ino80dos	chr1
100504668	-1.16259665180157	-0.896547027901564	-0.036936192643932	0.859610835257632	0	0	0	0.598501899821975	0.994235366996611	0.636459974162926	0	0	0	100504668	Gm20342	NA
